transaction_id,date,customer_id,age_group,gender,region,income_bracket,category_l1,category_l2,category_l3,retailer,brand,product_name,quantity,price
9053,2024-09-26,C7656,55-64,Non-binary,Southwest,$25k-$49k,Apparel & Accessories,Accessories,Watches,Best Buy,North Face,North Face Smartwatch,3,197.6
9054,2024-05-12,C8061,55-64,Female,Midwest,$100k-$149k,Apparel & Accessories,Clothing,Dresses,Best Buy,Nike,Nike Wrap Dress,2,294.53
9055,2024-04-19,C3656,55-64,Male,Southwest,$75k-$99k,Electronics,Computers,Tablets,Lowes,Samsung,Samsung iPad Pro,1,1080.66
9056,2024-12-13,C7605,25-34,Male,Southeast,$50k-$74k,Apparel & Accessories,Accessories,Watches,Dicks,Coach,Coach Dress Watch,1,284.71
9057,2024-03-22,C1712,65+,Male,Southwest,$25k-$49k,Electronics,Computers,Desktops,Lowes,Sony,Sony Workstation,3,987.19
9058,2024-08-07,C4263,55-64,Female,Northeast,$100k-$149k,Home & Garden,Appliances,Laundry,Dicks,Ashley,Ashley Steam Iron,2,178.87
9059,2024-04-02,C6492,65+,Female,Northeast,$75k-$99k,Electronics,Computers,Laptops,Dicks,Dell,Dell MacBook Air,3,1332.94
9060,2024-08-15,C4239,65+,Female,West,$150k+,Home & Garden,Furniture,Living Room,The Home Depot,Traeger,Traeger Coffee Table,1,783.92
9061,2024-11-12,C4896,45-54,Non-binary,Southwest,$75k-$99k,Electronics,Computers,Desktops,Best Buy,Dell,Dell Workstation,1,589.73
9062,2024-04-13,C8920,45-54,Male,Midwest,$150k+,Home & Garden,Appliances,Kitchen,The Home Depot,Traeger,Traeger Refrigerator,1,309.37
9063,2024-02-12,C9393,55-64,Male,West,$100k-$149k,Electronics,Audio,Headphones,Target,Dell,Dell QC45,3,1398.49
9064,2024-05-11,C9331,18-24,Non-binary,Northeast,$100k-$149k,Electronics,Computers,Desktops,Best Buy,Bose,Bose Gaming PC,3,1414.26
9065,2024-01-06,C4685,45-54,Female,Midwest,$25k-$49k,Apparel & Accessories,Accessories,Watches,Target,Coach,Coach Dress Watch,3,276.62
9066,2024-08-04,C7085,35-44,Male,Southwest,$150k+,Apparel & Accessories,Shoes,Casual,Best Buy,Nike,Nike Slip-on Sneakers,1,228.96
9067,2024-04-14,C5265,45-54,Male,West,$150k+,Home & Garden,Furniture,Dining Room,Walmart,Ashley,Ashley Chair Set,1,209.19
9068,2024-09-08,C7025,65+,Male,Midwest,$150k+,Apparel & Accessories,Clothing,Bottoms,Lowes,Coach,Coach Chino Pants,1,254.65
9069,2024-11-02,C1511,55-64,Non-binary,Northeast,$50k-$74k,Home & Garden,Appliances,Kitchen,Walmart,Ashley,Ashley Gas Range,2,908.44
9070,2024-11-29,C3601,55-64,Non-binary,Southeast,$50k-$74k,Home & Garden,Decor,Wall Art,The Home Depot,Scotts,Scotts Metal Wall Art,1,904.24
9071,2024-04-17,C6088,55-64,Non-binary,Midwest,$150k+,Electronics,Computers,Laptops,Lowes,Dell,Dell XPS 13,3,1360.3
9072,2024-06-02,C8110,55-64,Male,Southeast,$25k-$49k,Apparel & Accessories,Shoes,Casual,Lowes,Adidas,Adidas Slip-on Sneakers,2,98.56
9073,2024-07-24,C2381,35-44,Female,West,$150k+,Apparel & Accessories,Accessories,Jewelry,Walmart,Nike,Nike Gold Bracelet,2,244.16
9074,2024-05-09,C1904,35-44,Male,Southwest,$100k-$149k,Apparel & Accessories,Shoes,Athletic,Best Buy,Cole Haan,Cole Haan Basketball Shoes,1,161.66
9075,2024-03-14,C3638,45-54,Male,Southeast,$100k-$149k,Electronics,Audio,Headphones,Dicks,Dell,Dell WH-1000XM5,1,1242.74
9076,2024-11-07,C1082,45-54,Female,West,$25k-$49k,Apparel & Accessories,Accessories,Jewelry,Best Buy,Coach,Coach Diamond Earrings,2,268.66
9077,2024-01-31,C6486,55-64,Male,Midwest,$150k+,Electronics,Mobile Devices,Smartphones,Best Buy,Bose,Bose iPhone 15,3,1395.95
9078,2024-05-29,C8649,18-24,Non-binary,Midwest,$100k-$149k,Electronics,Mobile Devices,Smartphones,Lowes,Dell,Dell OnePlus 12,3,242.46
9079,2024-04-30,C5761,25-34,Non-binary,Midwest,$150k+,Apparel & Accessories,Clothing,Tops,Best Buy,Nike,Nike Performance Polo,1,269.0
9080,2024-08-21,C6346,25-34,Female,Midwest,$50k-$74k,Apparel & Accessories,Clothing,Tops,Dicks,Nike,Nike Performance Polo,3,209.14
9081,2024-04-13,C7776,18-24,Non-binary,West,$100k-$149k,Home & Garden,Appliances,Kitchen,Walmart,Ashley,Ashley Dishwasher,2,780.52
9082,2024-10-20,C7504,65+,Male,Midwest,$75k-$99k,Home & Garden,Furniture,Living Room,Lowes,Traeger,Traeger Coffee Table,2,174.68
9083,2024-03-27,C7400,55-64,Female,Northeast,$25k-$49k,Apparel & Accessories,Shoes,Casual,Lowes,Cole Haan,Cole Haan Canvas Shoes,1,245.03
9084,2024-06-05,C2362,18-24,Non-binary,Southwest,$75k-$99k,Apparel & Accessories,Clothing,Bottoms,Target,Nike,Nike Slim Fit Jeans,2,54.61
9085,2024-04-03,C3152,25-34,Non-binary,Midwest,$150k+,Electronics,Mobile Devices,Smartphones,Target,Dell,Dell Galaxy S24,3,1030.19
9086,2024-08-15,C5562,35-44,Female,Midwest,$100k-$149k,Apparel & Accessories,Shoes,Formal,The Home Depot,Cole Haan,Cole Haan Heels,2,107.48
9087,2024-09-13,C2207,25-34,Male,Midwest,$100k-$149k,Apparel & Accessories,Shoes,Casual,Target,Nike,Nike Slip-on Sneakers,2,268.22
9088,2024-08-12,C1789,45-54,Female,Northeast,$25k-$49k,Electronics,Audio,Headphones,Walmart,Bose,Bose AirPods Pro,3,277.34
9089,2024-06-01,C3118,55-64,Male,West,$50k-$74k,Apparel & Accessories,Shoes,Casual,Lowes,Adidas,Adidas Sandals,2,158.14
9090,2024-01-14,C7508,45-54,Male,Southwest,$50k-$74k,Home & Garden,Appliances,Kitchen,Best Buy,Scotts,Scotts Gas Range,3,397.0
9091,2024-07-26,C6214,45-54,Male,Southeast,$75k-$99k,Electronics,Audio,Headphones,Lowes,Bose,Bose Buds Pro,1,587.66
9092,2024-04-21,C1301,35-44,Non-binary,Southeast,$25k-$49k,Home & Garden,Decor,Lighting,Target,Nexgrill,Nexgrill Chandelier,1,497.16
9093,2024-06-15,C2992,25-34,Non-binary,Midwest,$150k+,Electronics,Computers,Laptops,The Home Depot,Bose,Bose MacBook Air,2,1050.46
9094,2024-04-24,C6273,18-24,Female,Midwest,$50k-$74k,Apparel & Accessories,Clothing,Bottoms,Walmart,Nike,Nike Slim Fit Jeans,2,150.31
9095,2024-07-16,C1494,55-64,Male,West,$50k-$74k,Apparel & Accessories,Shoes,Formal,Target,Cole Haan,Cole Haan Oxford Shoes,2,189.0
9096,2024-11-23,C7292,45-54,Male,Northeast,$50k-$74k,Apparel & Accessories,Clothing,Dresses,The Home Depot,Cole Haan,Cole Haan Evening Gown,1,259.51
9097,2024-06-24,C7101,45-54,Non-binary,Southwest,$25k-$49k,Home & Garden,Decor,Rugs,Best Buy,Scotts,Scotts Bath Mat,3,122.6
9098,2024-11-04,C3125,65+,Non-binary,West,$75k-$99k,Home & Garden,Furniture,Bedroom,Lowes,Ashley,Ashley Dresser,2,283.93
9099,2024-12-15,C4489,55-64,Non-binary,Southeast,$100k-$149k,Electronics,Computers,Desktops,The Home Depot,Samsung,Samsung iMac,2,1123.81
9100,2024-11-02,C4749,18-24,Non-binary,West,$100k-$149k,Home & Garden,Decor,Wall Art,Target,Nexgrill,Nexgrill Photo Frames,3,688.18
9101,2024-03-16,C7570,45-54,Non-binary,West,$75k-$99k,Apparel & Accessories,Shoes,Formal,Lowes,Adidas,Adidas Loafers,1,83.24
9102,2024-09-27,C8345,18-24,Male,Midwest,$50k-$74k,Home & Garden,Furniture,Living Room,Walmart,Nexgrill,Nexgrill Recliner,1,243.33
9103,2024-04-05,C7631,18-24,Non-binary,Southwest,$150k+,Apparel & Accessories,Shoes,Casual,Target,Nike,Nike Slip-on Sneakers,1,79.04
9104,2024-07-07,C5832,55-64,Male,Southeast,$150k+,Apparel & Accessories,Shoes,Athletic,Dicks,Nike,Nike Training Shoes,3,111.98
9105,2024-11-23,C9457,25-34,Female,West,$75k-$99k,Electronics,Mobile Devices,Smartphones,Target,Dell,Dell Galaxy S24,1,1434.93
9106,2024-09-05,C9069,35-44,Male,Northeast,$50k-$74k,Electronics,Audio,Speakers,Target,Apple,Apple HomePod,3,893.76
9107,2024-12-12,C6987,65+,Female,West,$25k-$49k,Home & Garden,Decor,Lighting,Best Buy,Weber,Weber Floor Lamp,2,833.01
9108,2024-05-02,C4047,55-64,Male,Southeast,$50k-$74k,Home & Garden,Decor,Rugs,The Home Depot,Ashley,Ashley Outdoor Rug,2,845.76
9109,2024-07-25,C4345,18-24,Male,Southwest,$25k-$49k,Electronics,Computers,Tablets,The Home Depot,Bose,Bose Fire HD,3,534.77
9110,2024-01-31,C2980,45-54,Female,Northeast,$150k+,Home & Garden,Decor,Wall Art,Lowes,Ashley,Ashley Metal Wall Art,2,673.41
9111,2024-06-16,C3821,35-44,Female,Southwest,$25k-$49k,Home & Garden,Appliances,Laundry,Walmart,Nexgrill,Nexgrill Dryer,3,327.1
9112,2024-09-11,C8694,55-64,Non-binary,Midwest,$25k-$49k,Home & Garden,Appliances,Laundry,Best Buy,Scotts,Scotts Dryer,1,520.79
9113,2024-10-15,C5796,25-34,Non-binary,Southeast,$25k-$49k,Electronics,Computers,Desktops,Dicks,Dell,Dell Gaming PC,3,922.44
9114,2024-10-25,C4340,55-64,Male,West,$100k-$149k,Electronics,Computers,Tablets,Walmart,Sony,Sony Galaxy Tab,3,821.34
9115,2024-01-05,C7277,35-44,Non-binary,Southwest,$25k-$49k,Home & Garden,Decor,Rugs,Walmart,Traeger,Traeger Outdoor Rug,3,795.51
9116,2024-03-13,C4024,18-24,Female,Southeast,$25k-$49k,Apparel & Accessories,Accessories,Jewelry,Target,Cole Haan,Cole Haan Gold Bracelet,1,257.65
9117,2024-12-11,C9510,55-64,Male,Midwest,$100k-$149k,Home & Garden,Furniture,Living Room,Lowes,Weber,Weber TV Stand,3,389.6
9118,2024-12-08,C4267,25-34,Female,Midwest,$75k-$99k,Apparel & Accessories,Shoes,Athletic,Lowes,North Face,North Face Tennis Shoes,2,60.65
9119,2024-11-05,C3772,25-34,Male,Northeast,$25k-$49k,Electronics,Mobile Devices,Smartwatches,Lowes,Apple,Apple Garmin,3,986.96
9120,2024-05-23,C8352,65+,Non-binary,Midwest,$150k+,Electronics,Mobile Devices,Smartphones,Best Buy,Dell,Dell Pixel 8,2,621.36
9121,2024-06-24,C8369,35-44,Female,Southeast,$100k-$149k,Home & Garden,Appliances,Laundry,Lowes,Nexgrill,Nexgrill Washer/Dryer Combo,1,421.87
9122,2024-07-12,C6090,18-24,Female,Southwest,$50k-$74k,Electronics,Mobile Devices,Smartphones,Lowes,Bose,Bose iPhone 15,1,1348.9
9123,2024-12-30,C9634,25-34,Non-binary,West,$50k-$74k,Apparel & Accessories,Accessories,Watches,Best Buy,Cole Haan,Cole Haan Sports Watch,3,168.98
9124,2024-07-18,C5356,55-64,Female,West,$25k-$49k,Electronics,Audio,Speakers,Lowes,Apple,Apple HomePod,1,822.34
9125,2024-10-01,C3698,18-24,Male,West,$50k-$74k,Home & Garden,Appliances,Laundry,Target,Traeger,Traeger Steam Iron,3,649.16
9126,2024-02-24,C1198,18-24,Non-binary,Midwest,$75k-$99k,Electronics,Computers,Desktops,Walmart,Apple,Apple Workstation,3,1057.31
9127,2024-03-03,C1754,25-34,Male,Southwest,$25k-$49k,Apparel & Accessories,Accessories,Jewelry,The Home Depot,Nike,Nike Diamond Earrings,1,197.49
9128,2024-10-09,C4675,45-54,Non-binary,Midwest,$50k-$74k,Home & Garden,Appliances,Laundry,Dicks,Traeger,Traeger Steam Iron,2,633.56
9129,2024-09-20,C6631,55-64,Female,Southeast,$50k-$74k,Apparel & Accessories,Clothing,Dresses,Best Buy,Coach,Coach Summer Maxi,1,189.0
9130,2024-03-14,C4162,45-54,Male,Southwest,$25k-$49k,Electronics,Computers,Tablets,Lowes,Samsung,Samsung Fire HD,3,1055.54
9131,2024-09-04,C6228,55-64,Non-binary,Northeast,$150k+,Apparel & Accessories,Accessories,Bags,Walmart,Coach,Coach Backpack,3,149.94
9132,2024-06-09,C9239,45-54,Female,Midwest,$50k-$74k,Home & Garden,Furniture,Living Room,Dicks,Ashley,Ashley Sofa Set,1,893.83
9133,2024-06-21,C8398,35-44,Non-binary,Southwest,$50k-$74k,Home & Garden,Furniture,Living Room,The Home Depot,Nexgrill,Nexgrill Recliner,1,331.55
9134,2024-12-07,C5982,65+,Female,Southwest,$75k-$99k,Electronics,Mobile Devices,Smartwatches,Walmart,Dell,Dell Galaxy Watch,3,811.23
9135,2024-06-09,C6921,65+,Non-binary,West,$75k-$99k,Apparel & Accessories,Clothing,Dresses,Lowes,North Face,North Face Summer Maxi,1,67.26
9136,2024-06-17,C2359,18-24,Male,Northeast,$25k-$49k,Electronics,Audio,Speakers,The Home Depot,Samsung,Samsung Sonos One,2,729.15
9137,2024-11-22,C1122,65+,Non-binary,Northeast,$75k-$99k,Electronics,Audio,Headphones,Walmart,Apple,Apple AirPods Pro,1,1331.44
9138,2024-07-12,C4284,25-34,Non-binary,Southwest,$50k-$74k,Electronics,Audio,Speakers,Dicks,Bose,Bose HomePod,3,1157.93
9139,2024-01-30,C2703,35-44,Female,Southeast,$25k-$49k,Electronics,Computers,Desktops,The Home Depot,Dell,Dell Workstation,1,201.85
9140,2024-05-26,C1187,35-44,Male,West,$50k-$74k,Electronics,Audio,Headphones,The Home Depot,Bose,Bose Buds Pro,1,615.17
9141,2024-11-13,C3236,65+,Female,Midwest,$75k-$99k,Apparel & Accessories,Accessories,Bags,Lowes,Coach,Coach Duffel Bag,2,179.26
9142,2024-04-19,C7423,65+,Non-binary,West,$150k+,Apparel & Accessories,Shoes,Athletic,Best Buy,Nike,Nike Running Shoes,2,191.09
9143,2024-11-30,C2963,35-44,Female,Northeast,$150k+,Electronics,Audio,Speakers,Lowes,Bose,Bose Sonos One,2,259.3
9144,2024-05-10,C6690,55-64,Female,West,$25k-$49k,Home & Garden,Appliances,Kitchen,The Home Depot,Weber,Weber Gas Range,1,108.95
9145,2024-01-08,C9548,25-34,Male,Northeast,$100k-$149k,Apparel & Accessories,Shoes,Casual,Walmart,Nike,Nike Slip-on Sneakers,1,240.15
9146,2024-05-28,C7435,65+,Male,West,$50k-$74k,Apparel & Accessories,Clothing,Dresses,Walmart,Nike,Nike Cocktail Dress,1,125.25
9147,2024-03-29,C4045,18-24,Female,Midwest,$25k-$49k,Electronics,Audio,Headphones,The Home Depot,Bose,Bose Buds Pro,2,454.02
9148,2024-09-01,C7339,18-24,Female,Southwest,$150k+,Electronics,Mobile Devices,Smartwatches,Lowes,Apple,Apple Garmin,2,1362.22
9149,2024-11-26,C4499,18-24,Non-binary,Southeast,$50k-$74k,Apparel & Accessories,Shoes,Casual,Dicks,Nike,Nike Canvas Shoes,1,92.78
9150,2024-11-17,C8568,55-64,Male,Southwest,$150k+,Home & Garden,Furniture,Bedroom,The Home Depot,Traeger,Traeger Nightstand,1,69.77
9151,2024-12-09,C5838,45-54,Male,Midwest,$150k+,Home & Garden,Furniture,Living Room,The Home Depot,Weber,Weber Coffee Table,2,109.35
9152,2024-10-30,C3684,45-54,Non-binary,Southwest,$100k-$149k,Electronics,Computers,Desktops,Lowes,Dell,Dell iMac,3,1292.59
9153,2024-05-04,C5458,45-54,Non-binary,West,$150k+,Home & Garden,Furniture,Dining Room,Lowes,Scotts,Scotts Buffet,3,699.7
9154,2024-02-19,C1681,65+,Female,Southeast,$75k-$99k,Electronics,Audio,Headphones,Target,Sony,Sony QC45,2,1128.4
9155,2024-05-22,C4316,25-34,Non-binary,West,$25k-$49k,Apparel & Accessories,Accessories,Jewelry,Best Buy,Nike,Nike Silver Necklace,2,183.63
9156,2024-05-13,C1383,45-54,Male,Northeast,$75k-$99k,Electronics,Computers,Desktops,Lowes,Bose,Bose iMac,3,809.81
9157,2024-01-21,C1694,35-44,Female,Southwest,$100k-$149k,Electronics,Computers,Laptops,Walmart,Sony,Sony ThinkPad X1,1,1150.49
9158,2024-12-19,C1693,45-54,Female,Southwest,$25k-$49k,Home & Garden,Appliances,Laundry,Walmart,Weber,Weber Steam Iron,2,754.29
9159,2024-02-11,C7912,45-54,Male,Midwest,$150k+,Apparel & Accessories,Accessories,Bags,Lowes,Adidas,Adidas Tote Bag,1,161.05
9160,2024-10-23,C5058,65+,Female,Midwest,$100k-$149k,Apparel & Accessories,Shoes,Casual,Dicks,Nike,Nike Slip-on Sneakers,1,257.31
9161,2024-12-11,C9380,55-64,Non-binary,Midwest,$100k-$149k,Home & Garden,Decor,Lighting,Best Buy,Traeger,Traeger Pendant Light,2,818.36
9162,2024-11-01,C5810,35-44,Non-binary,Southeast,$100k-$149k,Apparel & Accessories,Shoes,Casual,The Home Depot,North Face,North Face Slip-on Sneakers,1,149.68
9163,2024-09-15,C6219,55-64,Male,Midwest,$100k-$149k,Electronics,Computers,Laptops,Dicks,Bose,Bose MacBook Air,1,1426.39
9164,2024-01-24,C4082,35-44,Male,Northeast,$25k-$49k,Electronics,Computers,Desktops,Walmart,Sony,Sony iMac,3,605.46
9165,2024-05-04,C1569,18-24,Male,Northeast,$75k-$99k,Electronics,Mobile Devices,Smartphones,Best Buy,Apple,Apple Pixel 8,2,294.94
9166,2024-02-20,C1516,25-34,Male,West,$150k+,Electronics,Computers,Desktops,Lowes,Apple,Apple All-in-One,3,619.6
9167,2024-09-11,C6724,45-54,Non-binary,Southwest,$100k-$149k,Apparel & Accessories,Clothing,Bottoms,Lowes,Coach,Coach Slim Fit Jeans,2,281.31
9168,2024-01-29,C2227,65+,Female,Northeast,$150k+,Electronics,Audio,Headphones,The Home Depot,Samsung,Samsung Buds Pro,1,957.12
9169,2024-07-07,C5937,55-64,Female,Southwest,$50k-$74k,Apparel & Accessories,Shoes,Formal,Dicks,North Face,North Face Heels,2,261.83
9170,2024-09-15,C6938,45-54,Female,Midwest,$100k-$149k,Electronics,Audio,Speakers,Walmart,Dell,Dell Echo Studio,2,914.05
9171,2024-01-14,C7228,25-34,Non-binary,Northeast,$50k-$74k,Apparel & Accessories,Shoes,Athletic,Best Buy,Cole Haan,Cole Haan Basketball Shoes,3,136.83
9172,2024-04-18,C9495,35-44,Female,West,$50k-$74k,Home & Garden,Decor,Lighting,Best Buy,Nexgrill,Nexgrill Floor Lamp,2,198.42
9173,2024-07-14,C2112,65+,Non-binary,Midwest,$75k-$99k,Electronics,Audio,Speakers,The Home Depot,Samsung,Samsung Echo Studio,2,1133.42
9174,2024-04-22,C1764,25-34,Male,West,$150k+,Home & Garden,Furniture,Bedroom,The Home Depot,Nexgrill,Nexgrill Nightstand,1,841.95
9175,2024-06-05,C1795,45-54,Non-binary,Northeast,$150k+,Electronics,Audio,Headphones,Lowes,Apple,Apple WH-1000XM5,1,609.72
9176,2024-10-23,C4964,25-34,Male,West,$150k+,Electronics,Computers,Laptops,Best Buy,Dell,Dell XPS 13,2,363.01
9177,2024-07-21,C1163,18-24,Non-binary,Southwest,$25k-$49k,Apparel & Accessories,Accessories,Watches,Dicks,North Face,North Face Chronograph Watch,2,205.66
9178,2024-11-04,C3565,18-24,Non-binary,West,$75k-$99k,Electronics,Computers,Tablets,Target,Bose,Bose Surface Pro,1,736.93
9179,2024-05-30,C2111,65+,Non-binary,Southwest,$100k-$149k,Home & Garden,Decor,Lighting,Lowes,Traeger,Traeger Table Lamp,2,72.01
9180,2024-07-06,C9273,35-44,Male,Midwest,$75k-$99k,Electronics,Audio,Speakers,Best Buy,Apple,Apple SoundLink,2,1167.21
9181,2024-06-29,C1474,45-54,Female,Northeast,$50k-$74k,Apparel & Accessories,Clothing,Dresses,Lowes,Adidas,Adidas Cocktail Dress,3,172.09
9182,2024-10-28,C2656,45-54,Male,Southwest,$150k+,Electronics,Computers,Laptops,Walmart,Bose,Bose MacBook Air,1,651.45
9183,2024-07-06,C8502,65+,Male,Southeast,$100k-$149k,Apparel & Accessories,Clothing,Dresses,Lowes,Cole Haan,Cole Haan Summer Maxi,1,184.32
9184,2024-06-17,C9695,25-34,Female,Midwest,$100k-$149k,Apparel & Accessories,Shoes,Formal,Target,Cole Haan,Cole Haan Oxford Shoes,1,187.94
9185,2024-11-15,C8620,65+,Non-binary,Northeast,$100k-$149k,Apparel & Accessories,Accessories,Jewelry,Target,Adidas,Adidas Gold Bracelet,2,78.3
9186,2024-05-23,C9467,25-34,Male,Midwest,$25k-$49k,Apparel & Accessories,Accessories,Watches,Lowes,Cole Haan,Cole Haan Chronograph Watch,3,187.34
9187,2024-07-15,C7250,45-54,Female,West,$25k-$49k,Home & Garden,Appliances,Kitchen,Target,Traeger,Traeger Refrigerator,2,160.41
9188,2024-07-27,C1027,45-54,Female,Midwest,$100k-$149k,Apparel & Accessories,Shoes,Formal,Lowes,Nike,Nike Heels,1,238.68
9189,2024-03-20,C9423,18-24,Non-binary,Midwest,$150k+,Electronics,Audio,Headphones,Walmart,Dell,Dell Buds Pro,1,1105.67
9190,2024-10-20,C2917,55-64,Female,Midwest,$50k-$74k,Electronics,Mobile Devices,Smartwatches,Walmart,Sony,Sony Garmin,1,221.08
9191,2024-04-20,C3195,18-24,Non-binary,Midwest,$150k+,Apparel & Accessories,Accessories,Bags,Target,Nike,Nike Crossbody Bag,1,21.02
9192,2024-04-01,C7375,55-64,Male,West,$50k-$74k,Home & Garden,Appliances,Kitchen,Dicks,Scotts,Scotts Gas Range,2,739.29
9193,2024-02-24,C2295,18-24,Non-binary,West,$75k-$99k,Electronics,Computers,Desktops,Walmart,Dell,Dell All-in-One,3,670.47
9194,2024-03-11,C9944,18-24,Non-binary,Southeast,$100k-$149k,Electronics,Computers,Tablets,Dicks,Apple,Apple Fire HD,3,1440.97
9195,2024-07-12,C9497,25-34,Female,Northeast,$100k-$149k,Home & Garden,Decor,Rugs,The Home Depot,Nexgrill,Nexgrill Runner,3,71.86
9196,2024-01-09,C6650,18-24,Male,Southwest,$150k+,Electronics,Audio,Headphones,Dicks,Bose,Bose WH-1000XM5,1,805.57
9197,2024-09-09,C6124,55-64,Female,Northeast,$100k-$149k,Home & Garden,Furniture,Dining Room,Best Buy,Weber,Weber Bar Stools,3,676.06
9198,2024-11-30,C2439,65+,Male,Southwest,$50k-$74k,Electronics,Computers,Tablets,Walmart,Sony,Sony Surface Pro,1,414.39
9199,2024-07-13,C4879,35-44,Female,Southeast,$75k-$99k,Home & Garden,Furniture,Living Room,The Home Depot,Nexgrill,Nexgrill Recliner,1,401.19
9200,2024-04-26,C1164,65+,Male,Southeast,$75k-$99k,Electronics,Mobile Devices,Smartwatches,The Home Depot,Dell,Dell Galaxy Watch,3,1453.74
9201,2024-01-06,C4303,25-34,Female,Midwest,$100k-$149k,Apparel & Accessories,Shoes,Casual,Dicks,Coach,Coach Loafers,3,229.49
9202,2024-03-08,C5537,35-44,Female,Northeast,$100k-$149k,Home & Garden,Appliances,Kitchen,Dicks,Weber,Weber Gas Range,2,259.76
9203,2024-09-09,C8480,35-44,Non-binary,West,$50k-$74k,Home & Garden,Furniture,Living Room,The Home Depot,Nexgrill,Nexgrill Coffee Table,2,256.87
9204,2024-07-05,C2630,35-44,Non-binary,Northeast,$25k-$49k,Home & Garden,Decor,Wall Art,Dicks,Scotts,Scotts Mirrors,3,694.02
9205,2024-12-05,C2108,18-24,Female,Midwest,$150k+,Apparel & Accessories,Shoes,Athletic,The Home Depot,Cole Haan,Cole Haan Tennis Shoes,1,271.75
9206,2024-09-17,C9004,18-24,Female,Midwest,$50k-$74k,Electronics,Computers,Desktops,Best Buy,Apple,Apple All-in-One,2,417.06
9207,2024-04-08,C8868,35-44,Male,Southwest,$150k+,Apparel & Accessories,Clothing,Bottoms,Target,North Face,North Face Athletic Shorts,3,251.46
9208,2024-11-28,C2592,45-54,Male,Southwest,$50k-$74k,Apparel & Accessories,Clothing,Outerwear,Lowes,North Face,North Face Fleece Pullover,3,187.16
9209,2024-03-07,C7580,65+,Non-binary,Northeast,$50k-$74k,Electronics,Computers,Laptops,Lowes,Samsung,Samsung ThinkPad X1,1,1398.4
9210,2024-03-07,C3165,18-24,Male,Northeast,$75k-$99k,Home & Garden,Appliances,Laundry,Best Buy,Traeger,Traeger Washer,3,73.75
9211,2024-10-26,C6076,45-54,Male,Midwest,$50k-$74k,Electronics,Mobile Devices,Smartwatches,Dicks,Bose,Bose Fitbit Sense,3,1242.01
9212,2024-05-25,C5803,35-44,Female,Southeast,$150k+,Electronics,Audio,Speakers,Best Buy,Apple,Apple HomePod,2,737.98
9213,2024-02-13,C2093,25-34,Non-binary,Southwest,$75k-$99k,Home & Garden,Decor,Rugs,Best Buy,Scotts,Scotts Bath Mat,2,241.97
9214,2024-12-21,C4916,18-24,Male,West,$25k-$49k,Apparel & Accessories,Accessories,Watches,The Home Depot,North Face,North Face Chronograph Watch,2,179.01
9215,2024-10-04,C4546,55-64,Non-binary,Northeast,$100k-$149k,Home & Garden,Furniture,Dining Room,Dicks,Scotts,Scotts Buffet,2,326.28
9216,2024-01-05,C5497,35-44,Female,Northeast,$150k+,Electronics,Audio,Speakers,Target,Sony,Sony HomePod,3,233.28
9217,2024-05-25,C6190,65+,Female,Midwest,$75k-$99k,Apparel & Accessories,Accessories,Bags,Target,North Face,North Face Crossbody Bag,1,257.55
9218,2024-01-04,C1483,35-44,Male,Northeast,$75k-$99k,Apparel & Accessories,Shoes,Athletic,Best Buy,Adidas,Adidas Tennis Shoes,2,269.72
9219,2024-12-24,C6344,18-24,Male,West,$50k-$74k,Home & Garden,Decor,Wall Art,Walmart,Scotts,Scotts Metal Wall Art,1,771.31
9220,2024-02-03,C7780,25-34,Female,West,$100k-$149k,Apparel & Accessories,Accessories,Jewelry,Target,North Face,North Face Watch,1,59.02
9221,2024-05-18,C6978,35-44,Non-binary,Southeast,$100k-$149k,Apparel & Accessories,Shoes,Athletic,The Home Depot,Nike,Nike Tennis Shoes,1,147.46
9222,2024-12-23,C5701,35-44,Male,Southwest,$50k-$74k,Electronics,Computers,Laptops,Dicks,Sony,Sony Chromebook,3,1072.26
9223,2024-10-19,C2675,18-24,Non-binary,Southeast,$100k-$149k,Apparel & Accessories,Clothing,Outerwear,Target,Adidas,Adidas Rain Jacket,3,261.47
9224,2024-10-28,C6322,55-64,Male,West,$150k+,Home & Garden,Decor,Lighting,Dicks,Ashley,Ashley Table Lamp,1,715.9
9225,2024-04-05,C3462,35-44,Non-binary,Southwest,$100k-$149k,Home & Garden,Decor,Lighting,Best Buy,Traeger,Traeger Chandelier,3,100.32
9226,2024-05-01,C4066,45-54,Female,West,$75k-$99k,Home & Garden,Appliances,Kitchen,Dicks,Nexgrill,Nexgrill Dishwasher,2,683.11
9227,2024-03-17,C2105,35-44,Non-binary,Southwest,$50k-$74k,Home & Garden,Furniture,Living Room,Dicks,Nexgrill,Nexgrill TV Stand,3,721.88
9228,2024-06-07,C3558,45-54,Male,Southeast,$150k+,Apparel & Accessories,Accessories,Watches,Dicks,Nike,Nike Sports Watch,2,235.7
9229,2024-06-26,C8506,35-44,Female,Southeast,$75k-$99k,Electronics,Audio,Headphones,Target,Sony,Sony WH-1000XM5,1,824.81
9230,2024-09-02,C9613,45-54,Female,Southwest,$75k-$99k,Electronics,Computers,Desktops,Dicks,Samsung,Samsung All-in-One,3,205.35
9231,2024-12-02,C3616,55-64,Non-binary,Southeast,$75k-$99k,Electronics,Mobile Devices,Smartphones,Walmart,Dell,Dell OnePlus 12,1,244.13
